Program Year,State FSA Code,County FSA Code,FSA State Name,FSA County Name,Pasture Type,Grazing Period Start Date,Grazing Period End Date
2008,01,127,Alabama,Walker,Small Grains,2007-12-01,2008-05-01
2008,01,129,Alabama,Washington,Forage Sorghum,2008-07-01,2008-11-01
2008,01,129,Alabama,Washington,Improved Pasture,2008-03-15,2008-12-01
2008,01,129,Alabama,Washington,Small Grains,2007-11-15,2008-05-01
2008,01,131,Alabama,Wilcox,Forage Sorghum,2008-07-01,2008-11-01
2008,01,131,Alabama,Wilcox,Improved Pasture,2008-03-15,2008-12-01
2008,01,131,Alabama,Wilcox,Small Grains,2007-11-15,2008-05-01
2008,01,133,Alabama,Winston,Forage Sorghum,2008-07-01,2008-10-15
2008,01,133,Alabama,Winston,Improved Pasture,2008-04-01,2008-12-01
2008,01,133,Alabama,Winston,Small Grains,2007-12-01,2008-05-01
2008,02,001,Alaska,Fairbanks,Improved Pasture,2008-06-01,2008-09-15
2008,02,001,Alaska,Fairbanks,Native Pasture,2008-01-01,2008-12-31
2008,02,002,Alaska,Delta,Improved Pasture,2008-06-01,2008-09-15
2008,02,002,Alaska,Delta,Native Pasture,2008-01-01,2008-12-31
2008,02,003,Alaska,Homer,Improved Pasture,2008-06-01,2008-10-01
2008,02,003,Alaska,Homer,Native Pasture,2008-01-01,2008-12-31
2008,02,005,Alaska,Palmer,Improved Pasture,2008-06-01,2008-10-01
2008,02,005,Alaska,Palmer,Native Pasture,2008-01-01,2008-12-31
2008,04,001,Arizona,Apache,Native Pasture,2008-01-01,2008-12-31
2008,04,003,Arizona,Cochise,Native Pasture,2008-01-01,2008-12-31
2008,04,005,Arizona,Coconino,Native Pasture,2008-01-01,2008-12-31
2008,04,007,Arizona,Gila,Native Pasture,2008-01-01,2008-12-31
2008,04,009,Arizona,Graham,Native Pasture,2008-01-01,2008-12-31
2008,04,011,Arizona,Greenlee,Native Pasture,2008-01-01,2008-12-31
2008,04,012,Arizona,La Paz,Native Pasture,2008-01-01,2008-12-31
2008,04,013,Arizona,Maricopa,Native Pasture,2008-01-01,2008-12-31
2008,04,015,Arizona,Mohave,Native Pasture,2008-01-01,2008-12-31
2008,04,017,Arizona,Navajo,Native Pasture,2008-01-01,2008-12-31
2008,04,019,Arizona,Pima,Native Pasture,2008-01-01,2008-12-31
2008,04,021,Arizona,Pinal,Native Pasture,2008-01-01,2008-12-31
2008,04,023,Arizona,Santa Cruz,Native Pasture,2008-01-01,2008-12-31
2008,04,025,Arizona,Yavapai,Native Pasture,2008-01-01,2008-12-31
2008,04,027,Arizona,Yuma,Native Pasture,2008-01-01,2008-12-31
2008,05,003,Arkansas,Ashley,Improved Pasture,2008-04-01,2008-10-31
2008,05,005,Arkansas,Baxter,Improved Pasture,2008-04-01,2008-10-31
2008,05,007,Arkansas,Benton,Forage Sorghum,2008-04-01,2008-10-31
2008,05,007,Arkansas,Benton,Improved Pasture,2008-04-01,2008-10-31
2008,05,007,Arkansas,Benton,Small Grains,2007-10-01,2008-04-30
2008,05,009,Arkansas,Boone,Improved Pasture,2008-04-01,2008-10-31
2008,05,015,Arkansas,Carroll,Improved Pasture,2008-04-01,2008-10-31
2008,05,023,Arkansas,Cleburne,Improved Pasture,2008-04-01,2008-10-31
2008,05,025,Arkansas,Cleveland,Improved Pasture,2008-04-01,2008-10-31
2008,05,029,Arkansas,Conway,Improved Pasture,2008-04-01,2008-10-31
2008,05,033,Arkansas,Crawford,Improved Pasture,2008-04-01,2008-10-31
2008,05,037,Arkansas,Cross,Improved Pasture,2008-04-01,2008-10-31
2008,05,043,Arkansas,Drew,Improved Pasture,2008-04-01,2008-10-31
2008,05,045,Arkansas,Faulkner,Improved Pasture,2008-04-01,2008-10-31
2008,05,047,Arkansas,Franklin,Improved Pasture,2008-04-01,2008-10-31
2008,05,049,Arkansas,Fulton,Improved Pasture,2008-04-01,2008-10-31
2008,05,057,Arkansas,Hempstead,Improved Pasture,2008-04-01,2008-10-31
2008,05,061,Arkansas,Howard,Improved Pasture,2008-04-01,2008-10-31
2008,05,063,Arkansas,Independence,Improved Pasture,2008-04-01,2008-10-31
2008,05,065,Arkansas,Izard,Improved Pasture,2008-04-01,2008-10-31
2008,05,075,Arkansas,Lawrence,Improved Pasture,2008-04-01,2008-10-31
2008,05,079,Arkansas,Lincoln,Improved Pasture,2008-04-01,2008-10-31
2008,05,081,Arkansas,Little River,Improved Pasture,2008-04-01,2008-10-31
2008,05,087,Arkansas,Madison,Improved Pasture,2008-04-01,2008-10-31
2008,05,089,Arkansas,Marion,Improved Pasture,2008-04-01,2008-10-31
2008,05,091,Arkansas,Miller,Improved Pasture,2008-04-01,2008-10-31
2008,05,097,Arkansas,Montgomery,Improved Pasture,2008-04-01,2008-10-31
2008,05,099,Arkansas,Nevada,Improved Pasture,2008-04-01,2008-10-31
2008,05,101,Arkansas,Newton,Improved Pasture,2008-04-01,2008-10-31
2008,05,105,Arkansas,Perry,Improved Pasture,2008-04-01,2008-10-31
2008,05,107,Arkansas,Phillips,Improved Pasture,2008-04-01,2008-10-31
2008,05,109,Arkansas,Pike,Improved Pasture,2008-04-01,2008-10-31
2008,05,113,Arkansas,Polk,Improved Pasture,2008-04-01,2008-10-31
2008,05,119,Arkansas,Pulaski,Forage Sorghum,2008-04-01,2008-10-31
2008,05,119,Arkansas,Pulaski,Improved Pasture,2008-04-01,2008-10-31
2008,05,121,Arkansas,Randolph,Improved Pasture,2008-04-01,2008-10-31
2008,05,125,Arkansas,Saline,Improved Pasture,2008-04-01,2008-10-31
2008,05,129,Arkansas,Searcy,Improved Pasture,2008-04-01,2008-10-31
2008,05,133,Arkansas,Sevier,Improved Pasture,2008-04-01,2008-10-31
2008,05,135,Arkansas,Sharp,Improved Pasture,2008-04-01,2008-10-31
2008,05,137,Arkansas,Stone,Improved Pasture,2008-04-01,2008-10-31
2008,05,141,Arkansas,Van Buren,Improved Pasture,2008-04-01,2008-10-31
2008,05,143,Arkansas,Washington,Improved Pasture,2008-04-01,2008-10-31
2008,06,001,California,Alameda,Improved Pasture,2008-01-01,2008-12-31
2008,06,001,California,Alameda,Native Pasture,2008-01-01,2008-12-31
2008,06,003,California,Alpine,Improved Pasture,2008-01-01,2008-12-31
2008,06,003,California,Alpine,Native Pasture,2008-01-01,2008-12-31
2008,06,005,California,Amador,Improved Pasture,2008-01-01,2008-12-31
2008,06,005,California,Amador,Native Pasture,2008-01-01,2008-12-31
2008,06,007,California,Butte,Improved Pasture,2008-01-01,2008-12-31
2008,06,007,California,Butte,Native Pasture,2008-01-01,2008-12-31
2008,06,009,California,Calaveras,Improved Pasture,2008-01-01,2008-12-31
2008,06,009,California,Calaveras,Native Pasture,2008-01-01,2008-12-31
2008,06,011,California,Colusa,Improved Pasture,2008-01-01,2008-12-31
2008,06,011,California,Colusa,Native Pasture,2008-01-01,2008-12-31
2008,06,013,California,Contra Costa,Improved Pasture,2008-01-01,2008-12-31
2008,06,013,California,Contra Costa,Native Pasture,2008-01-01,2008-12-31
2008,06,015,California,Del Norte,Improved Pasture,2008-01-01,2008-12-31
2008,06,015,California,Del Norte,Native Pasture,2008-01-01,2008-12-31
2008,06,017,California,El Dorado,Improved Pasture,2008-01-01,2008-12-31
2008,06,017,California,El Dorado,Native Pasture,2008-01-01,2008-12-31
2008,06,019,California,Fresno,Improved Pasture,2008-01-01,2008-12-31
2008,06,019,California,Fresno,Native Pasture,2008-01-01,2008-12-31
2008,06,021,California,Glenn,Improved Pasture,2008-01-01,2008-12-31
2008,06,021,California,Glenn,Native Pasture,2008-01-01,2008-12-31
2008,06,023,California,Humboldt,Improved Pasture,2008-01-01,2008-12-31
2008,06,023,California,Humboldt,Native Pasture,2008-01-01,2008-12-31
2008,06,025,California,Imperial,Improved Pasture,2008-01-01,2008-12-31
2008,06,025,California,Imperial,Native Pasture,2008-01-01,2008-12-31
2008,06,027,California,Inyo,Improved Pasture,2008-01-01,2008-12-31
2008,06,027,California,Inyo,Native Pasture,2008-01-01,2008-12-31
2008,06,029,California,Kern,Improved Pasture,2008-01-01,2008-12-31
2008,06,029,California,Kern,Native Pasture,2008-01-01,2008-12-31
2008,06,031,California,Kings,Improved Pasture,2008-01-01,2008-12-31
2008,06,031,California,Kings,Native Pasture,2008-01-01,2008-12-31
2008,06,033,California,Lake,Improved Pasture,2008-01-01,2008-12-31
2008,06,033,California,Lake,Native Pasture,2008-01-01,2008-12-31
2008,06,035,California,Lassen,Improved Pasture,2008-01-01,2008-12-31
2008,06,035,California,Lassen,Native Pasture,2008-01-01,2008-12-31
2008,06,037,California,Los Angeles,Improved Pasture,2008-01-01,2008-12-31
2008,06,037,California,Los Angeles,Native Pasture,2008-01-01,2008-12-31
2008,06,039,California,Madera,Improved Pasture,2008-01-01,2008-12-31
2008,06,039,California,Madera,Native Pasture,2008-01-01,2008-12-31
2008,06,041,California,Marin,Improved Pasture,2008-01-01,2008-12-31
2008,06,041,California,Marin,Native Pasture,2008-01-01,2008-12-31
2008,06,043,California,Mariposa,Improved Pasture,2008-01-01,2008-12-31
2008,06,043,California,Mariposa,Native Pasture,2008-01-01,2008-12-31
2008,06,045,California,Mendocino,Improved Pasture,2008-01-01,2008-12-31
2008,06,045,California,Mendocino,Native Pasture,2008-01-01,2008-12-31
2008,06,047,California,Merced,Improved Pasture,2008-01-01,2008-12-31
2008,06,047,California,Merced,Native Pasture,2008-01-01,2008-12-31
2008,06,049,California,Modoc,Improved Pasture,2008-01-01,2008-12-31
2008,06,049,California,Modoc,Native Pasture,2008-01-01,2008-12-31
2008,06,051,California,Mono,Improved Pasture,2008-01-01,2008-12-31
2008,06,051,California,Mono,Native Pasture,2008-01-01,2008-12-31
2008,06,053,California,Monterey,Improved Pasture,2008-01-01,2008-12-31
2008,06,053,California,Monterey,Native Pasture,2008-01-01,2008-12-31
2008,06,055,California,Napa,Improved Pasture,2008-01-01,2008-12-31
2008,06,055,California,Napa,Native Pasture,2008-01-01,2008-12-31
2008,06,057,California,Nevada,Improved Pasture,2008-01-01,2008-12-31
2008,06,057,California,Nevada,Native Pasture,2008-01-01,2008-12-31
2008,06,059,California,Orange,Improved Pasture,2008-01-01,2008-12-31
2008,06,059,California,Orange,Native Pasture,2008-01-01,2008-12-31
2008,06,061,California,Placer,Improved Pasture,2008-01-01,2008-12-31
2008,06,061,California,Placer,Native Pasture,2008-01-01,2008-12-31
2008,06,063,California,Plumas,Improved Pasture,2008-01-01,2008-12-31
2008,06,063,California,Plumas,Native Pasture,2008-01-01,2008-12-31
2008,06,065,California,Riverside,Improved Pasture,2008-01-01,2008-12-31
2008,06,065,California,Riverside,Native Pasture,2008-01-01,2008-12-31
2008,06,067,California,Sacramento,Improved Pasture,2008-01-01,2008-12-31
2008,06,067,California,Sacramento,Native Pasture,2008-01-01,2008-12-31
2008,06,069,California,San Benito,Improved Pasture,2008-01-01,2008-12-31
2008,06,069,California,San Benito,Native Pasture,2008-01-01,2008-12-31
2008,06,071,California,San Bernardino,Improved Pasture,2008-01-01,2008-12-31
2008,06,071,California,San Bernardino,Native Pasture,2008-01-01,2008-12-31
2008,06,073,California,San Diego,Improved Pasture,2008-01-01,2008-12-31
2008,06,073,California,San Diego,Native Pasture,2008-01-01,2008-12-31
2008,06,077,California,San Joaquin,Improved Pasture,2008-01-01,2008-12-31
2008,06,077,California,San Joaquin,Native Pasture,2008-01-01,2008-12-31
2008,06,079,California,San Luis Obispo,Improved Pasture,2008-01-01,2008-12-31
2008,06,079,California,San Luis Obispo,Native Pasture,2008-01-01,2008-12-31
2008,06,081,California,San Mateo,Improved Pasture,2008-01-01,2008-12-31
2008,06,081,California,San Mateo,Native Pasture,2008-01-01,2008-12-31
2008,06,083,California,Santa Barbara,Improved Pasture,2008-01-01,2008-12-31
2008,06,083,California,Santa Barbara,Native Pasture,2008-01-01,2008-12-31
2008,06,085,California,Santa Clara,Improved Pasture,2008-01-01,2008-12-31
2008,06,085,California,Santa Clara,Native Pasture,2008-01-01,2008-12-31
2008,06,087,California,Santa Cruz,Improved Pasture,2008-01-01,2008-12-31
2008,06,087,California,Santa Cruz,Native Pasture,2008-01-01,2008-12-31
2008,06,089,California,Shasta,Improved Pasture,2008-01-01,2008-12-31
2008,06,089,California,Shasta,Native Pasture,2008-01-01,2008-12-31
2008,06,091,California,Sierra,Improved Pasture,2008-01-01,2008-12-31
2008,06,091,California,Sierra,Native Pasture,2008-01-01,2008-12-31
2008,06,093,California,Siskiyou,Improved Pasture,2008-01-01,2008-12-31
2008,06,093,California,Siskiyou,Native Pasture,2008-01-01,2008-12-31
2008,06,095,California,Solano,Improved Pasture,2008-01-01,2008-12-31
2008,06,095,California,Solano,Native Pasture,2008-01-01,2008-12-31
2008,06,097,California,Sonoma,Improved Pasture,2008-01-01,2008-12-31
2008,06,097,California,Sonoma,Native Pasture,2008-01-01,2008-12-31
2008,06,099,California,Stanislaus,Improved Pasture,2008-01-01,2008-12-31
